學年度	學期別	課號	永久課號	課程名稱	人數上限	上課時間	上課教室	學分	時數	開課教師	所屬系所名稱	選別	開課系所
101	1	1244	DME1329	計算機概論	9999	2B4CD	EE130	3	3	童莉萍	電機工程學系	選修	機械工程學系
101	1	1245	DME1330	導師時間-快樂機械人(一)	9999	3GH	EE106	0	2	蕭國模	機械工程學系	必修	機械工程學系
101	1	1246	SEV1001	服務學習(一)	9999	1H	EE106	0	1	徐文祥	機械工程學系	必修	機械工程學系
101	1	1247	DME1321	化學實驗	9999	2EFG	SB119	1	3	黃立心	應用化學系	必修	機械工程學系
101	1	1249	DME1326	化學	9999	1B3EF	SC152	3	3	黃立心	應用化學系	必修	機械工程學系
101	1	1250	DME1329	計算機概論	9999	2IJK	EE205	3	3	邵雲龍	機械工程學系	選修	機械工程學系
101	1	1252	DME1332	導師時間-快樂機械人(三)	9999	3GH	EEB34	0	2	徐瑞坤	機械工程學系	選修	機械工程學系
101	1	1253	DME2105	工程材料	9999	2CD4B	EE324	3	3	陳仁浩	機械工程學系	必修	機械工程學系
101	1	1254	DME2301	工程數學（一）	9999	1CD3D	EE210	3	3	陳俊勳	機械工程學系	必修	機械工程學系
101	1	1255	DME2303	熱力學（一）	9999	1B2AB	EE205	3	3	劉耀先	機械工程學系	必修	機械工程學系
101	1	1256	DME2307	機動學	9999	3C5CD	EE210	3	3	洪紹剛	機械工程學系	必修	機械工程學系
101	1	1257	DME2315	材料力學	9999	1GH4GH	EE105	3	4	蔡佳霖	機械工程學系	必修	機械工程學系
101	1	1258	DME2105	工程材料	9999	2C4AB	EE210	3	3	徐瑞坤	機械工程學系	必修	機械工程學系
101	1	1259	DME2301	工程數學（一）	9999	1CD3D	EE205	3	3	鄭文雅	機械工程學系	必修	機械工程學系
101	1	1260	DME2303	熱力學（一）	9999	1B2AB	EE210	3	3	王啟川	機械工程學系	必修	機械工程學系
101	1	1261	DME2307	機動學	9999	3C5CD	EE130	3	3	黃正昇	機械工程學系	必修	機械工程學系
101	1	1262	DME2315	材料力學	9999	1GH4GH	EE132	3	4	尹慶中	機械工程學系	必修	機械工程學系
101	1	1264	DME1584	計算機程式	9999	2CD3H	EE205	3	3	陳慶耀	機械工程學系	必修	機械工程學系
101	1	1265	DME3212	機械工程實驗 (一)	9999	2IJK	EE310	1	3	鄭璧瑩	機械工程學系	必修	機械工程學系
101	1	1266	DME3212	機械工程實驗 (一)	9999	4IJK	EE310	1	3	鄭璧瑩	機械工程學系	必修	機械工程學系
101	1	1267	DME3301	機械設計原理（一）	9999	2G4CD	EE205	3	3	楊秉祥	機械工程學系	必修	機械工程學系
101	1	1268	DME3305	流體力學	9999	1EF3D	EE132	3	3	吳宗信	機械工程學系	必修	機械工程學系
101	1	1270	DME3513	數值控制工具機之程式教學及實作	50	5BCD	實習	3	3	楊秉祥	機械工程學系	選修	機械工程學系
101	1	1271	DME4507	微處理機	9999	1B3EF	EE130	3	3	鄭泗東	機械工程學系	必修	機械工程學系
101	1	1272	DME4603	電動機械	9999	1IJK	EE106	3	3	李安謙	機械工程學系	必修	機械工程學系
101	1	1273	DME4605	自動控制（一）	9999	1G2HY	EE106	3	3	李安謙	機械工程學系	必修	機械工程學系
101	1	1274	DME4608	應用電子學	9999	1CD4B	EE130	3	3	陳宗麟	機械工程學系	必修	機械工程學系
101	1	1275	DME1584	計算機程式	9999	2CD3C	EE206	3	3	傅武雄	機械工程學系	必修	機械工程學系
101	1	1276	DME3301	機械設計原理（一）	9999	2G4CD	EE206	3	3	鍾添淦	機械工程學系	必修	機械工程學系
101	1	1277	DME3305	流體力學	9999	1EF3D	EE130	3	3	呂明璋	機械工程學系	必修	機械工程學系
101	1	1281	DME4579	內燃機	40	1CD5B	EE206	3	3	王少白	機械工程學系	必修	機械工程學系
101	1	1284	DCV1321	工程圖學(一)	60	1E	EB118	1	1	張智安	土木工程學系	必修	土木工程學系
101	1	1285	DCV1322	自我探索與願景人生	35	5GH	EB415	2	2	莊景同	諮商中心	選修	土木工程學系
101	1	1286	DCV1323	土木工程概論(一)	9999	3GH	EB117	1	2	張良正	土木工程學系	選修	土木工程學系
101	1	1287	DCV1503	化學實驗	9999	3XEF	SB119	1	3	李大偉	應用化學系	必修	土木工程學系
101	1	1288	DCV1512	化學 (一)	9999	3AB	SC105	3	3	李大偉	應用化學系	選修	土木工程學系
101	1	1289	DCV2340	工程材料學	60	2EF4B	EB118	3	3	陳垂欣	土木工程學系	必修	土木工程學系
101	1	1290	DCV4605	計算機概論	60	2B4CD	EB107	3	3	黃世昌	土木工程學系	必修	土木工程學系
101	1	1291	SEV1002	服務學習(一)	9999	3YI	EB117	0	2	張智安	土木工程學系	必修	土木工程學系
101	1	1293	DCV1321	工程圖學(一)	60	1F	EB118	1	1	張智安	土木工程學系	必修	土木工程學系
101	1	1294	DCV2340	工程材料學	60	2B4EF	EB118	3	3	陳垂欣	土木工程學系	必修	土木工程學系
101	1	1296	DCV1515	生涯規劃(一)	9999	3GH	EB227	1	2	趙文成	土木工程學系	選修	土木工程學系
101	1	1297	DCV2103	工程數學(一)	55	2CD4B	EB115	3	3	黃世昌	土木工程學系	必修	土木工程學系
101	1	1298	DCV2324	材料力學	55	2EF4G	EB115	3	3	洪士林	土木工程學系	必修	土木工程學系
101	1	1299	DCV2361	測量學（二）	50	3CD	EB115	2	2	黃金維	土木工程學系	必修	土木工程學系
101	1	1300	DCV2511	工程統計學	50	1CD2B	EB108	3	3	吳永照	土木工程學系	必修	土木工程學系
101	1	1301	DCV3381	工程經濟學	55	4A5CD	EB117	3	3	黃玉霖	土木工程學系	必修	土木工程學系
101	1	1302	DCV4606	應用力學	50	1EF4G	EB108	3	3	林昌佑	土木工程學系	必修	土木工程學系
101	1	1303	DCV2103	工程數學(一)	55	2CD4B	EB108	3	3	單信瑜	土木工程學系	必修	土木工程學系
101	1	1304	DCV2324	材料力學	55	2EF4G	EB107	3	3	黃炯憲	土木工程學系	必修	土木工程學系
101	1	1305	DCV3381	工程經濟學	55	4A5CD	EB118	3	3	王維志	土木工程學系	必修	土木工程學系
101	1	1307	DCV2352	水文學	50	1B3CD	EB108	3	3	吳永照	土木工程學系	必修	土木工程學系
101	1	1308	DCV2354	Objective-C程式語言	20	2EFG	ED710	3	3	曾仁杰	土木工程學系	選修	土木工程學系
101	1	1309	DCV2370	智能材料導論	20	1EF4B	EB117	3	3	郭心怡	土木工程學系	選修	土木工程學系
101	1	1311	DCV3214	都市規劃與開發實務概論	80	4EF	EB117	2	2	汪俊男	土木工程學系	選修	土木工程學系
101	1	1312	DCV3321	鋼筋混凝土學	50	1G2CD	EB415	3	3	陳誠直	土木工程學系	必修	土木工程學系
101	1	1313	DCV3323	結構學（二）	50	1EF2B	EB115	3	3	王彥博	土木工程學系	必修	土木工程學系
101	1	1314	DCV3325	工程地質學	50	1CD3B	EB115	3	3	廖志中	土木工程學系	必修	土木工程學系
101	1	1315	DCV3350	流體力學實驗	50	1IJK	EB108	1	3	吳永照	土木工程學系	必修	土木工程學系
101	1	1316	DCV3537	基本設計(一)	30	1EFGH	EB403	3	4	曾瑋	建築研究所	選修	土木工程學系
101	1	1317	DCV4557	工程數學（三）	50	4B5CD	EB107	3	3	張憲國	土木工程學系	必修	土木工程學系
101	1	1318	DCV4558	基礎工程	50	2G4CD	EB115	3	3	黃安斌	土木工程學系	必修	土木工程學系
101	1	1319	DCV4565	全球定位系統概論	80	5EFG	EB117	3	3	王成機	土木工程學系	選修	土木工程學系
101	1	1320	DCV4613	橋樑施工方法	80	1XEF	EB415	3	3	方文志	土木工程學系	必修	土木工程學系
101	1	1321	DCV2352	水文學	50	1B3CD	EB118	3	3	張良正	土木工程學系	必修	土木工程學系
101	1	1322	DCV3321	鋼筋混凝土學	50	2CDH	EB107	3	3	趙文成	土木工程學系	必修	土木工程學系
101	1	1323	DCV3350	流體力學實驗	50	2IJK	EB108	1	3	張憲國	土木工程學系	必修	土木工程學系
101	1	1324	DCV4558	基礎工程	50	2G4CD	EB118	3	3	林志平	土木工程學系	必修	土木工程學系
101	1	1327	DCV2509	工程日文(一)	30	2BCD	EB227	3	3	許海龍	土木工程學系	選修	土木工程學系
101	1	1328	DCV3216	公共工程成本估價系統理論與實務	50	5CD	EB108	2	2	張聿昀	土木工程學系	選修	土木工程學系
101	1	1329	DCV4618	岩石工程	50	1B4CD	EB402	3	3	潘以文	土木工程學系	必修	土木工程學系
101	1	1330	DCV2355	初等有限元素法	50	2X5CD	EB115	3	3	楊子儀	土木工程學系	選修	土木工程學系
101	1	1333	DMA1120	化學(一)	9999	2EF5B	SC151	3	3	李積琛	應用化學系	必修	材料科學與工程學系
101	1	1334	DMA1130	化學實驗(一)	9999	3BCD	SB119	1	3	李積琛	應用化學系	必修	材料科學與工程學系
101	1	1335	DMA1201	材料科學與工程導論 (一)	9999	1GH2B	EF201	3	3	陳智	材料科學與工程學系	必修	材料科學與工程學系
101	1	1336	DMA1309	導師時間	9999	3GH		0	2	林欣杰	材料科學與工程學系	必修	材料科學與工程學系
101	1	1337	DMA1309	導師時間	9999	3GH		0	2	潘扶民	材料科學與工程學系	必修	材料科學與工程學系
101	1	1338	DMA2101	材料熱力學(一)	9999	3C4CD	EF205	3	3	曾院介	材料科學與工程學系	必修	材料科學與工程學系
101	1	1339	DMA2105	材料有機化學	9999	2B4EF	EF205	3	3	劉典謨	材料科學與工程學系	必修	材料科學與工程學系
101	1	1340	DMA2201	工程數學(一)	9999	1D2CD	EF205	3	3	徐雍鎣	材料科學與工程學系	必修	材料科學與工程學系
101	1	1341	DMA2301	物理冶金(一)	9999	2GH3D	EF205	3	3	吳文偉	材料科學與工程學系	必修	材料科學與工程學系
101	1	1342	DMA2401	材料基礎實驗 (一)	9999	6ABCD		2	4	吳文偉	材料科學與工程學系	必修	材料科學與工程學系
101	1	1343	SEV2012	服務學習(二)	9999	5GH		1	2	潘扶民	材料科學與工程學系	必修	材料科學與工程學系
101	1	1345	DMA1114	物理化學(二)	9999	1G2GH	EF205	3	3	徐雍鎣	材料科學與工程學系	選修	材料科學與工程學系
101	1	1346	DMA2404	材料工程實驗(一)	9999	6ABCD		2	4	林宏洲	材料科學與工程學系	必修	材料科學與工程學系
101	1	1347	DMA2406	陶瓷材料	9999	1CD4F	EF202	3	3	陳三元	材料科學與工程學系	選修	材料科學與工程學系
101	1	1348	DMA2502	金屬材料	9999	1EF5D	EF205	3	3	劉增豐	材料科學與工程學系	選修	材料科學與工程學系
101	1	1349	DMA3002	智慧型材料概論	9999	2EF4D	EF202	3	3	朝春光	材料科學與工程學系	必修	材料科學與工程學系
101	1	1350	DMA3220	材料動力學概論	9999	3BC5I	EF207	3	3	吳耀銓	材料科學與工程學系	必修	材料科學與工程學系
101	1	1355	DCO1102	近代生物學	9999	1EFG	EE250	3	3	鄒協成	生物科技學系	選修	工學院
101	1	1360	DPS1003	普通生物學(一)	0	3XEF	SC106	3	3	陳文亮	生物科技學系	必修	理學院科學學士學位學程
101	1	1365	DPS1022	電腦模擬與計算分析(一)	9999	3Y	SC158	1	1	陳永富	電子物理學系	必修	理學院科學學士學位學程
101	1	1370	DEP1307	計算機概論（一）	9999	2B4EF	SA320	3	3	徐琅	電子物理學系	必修	電子物理學系
101	1	1371	DEP1309	化學（一）	9999	2EF5B	SC106	3	3	廖奕翰	應用化學系分子科學碩士班	必修	電子物理學系
101	1	1372	DEP1311	化學實驗（一）	9999	1EFG	SB119	1	3	廖奕翰	應用化學系分子科學碩士班	必修	電子物理學系
101	1	1376	DEP2315	應用數學（二）（微分方程）	9999	1C4CD	SC160	3	3	楊毅	電子物理學系	必修	電子物理學系
101	1	1377	DEP2340	電子學（一）	9999	3B5CD	SC158	3	3	陳振芳	電子物理學系	必修	電子物理學系
101	1	1378	DEP2348	電路理論（一）	9999	1D4GH	SC157	3	3	趙天生	電子物理學系	必修	電子物理學系
101	1	1379	DEP2351	電子實驗（一）	42	4IJKL	SA013	2	4	謝太炯	電子物理學系	必修	電子物理學系
101	1	1380	DEP2351	電子實驗（一）	42	1EFGH	SA013	2	4	謝太炯	電子物理學系	必修	電子物理學系
101	1	1381	DEP3325	電磁學（一）	50	2F5EF	SC158	3	3	周武清	電子物理學系	必修	電子物理學系
101	1	1382	DEP4998	生涯規劃及導師時間	9999	3GH	SC158	0	2	周苡嘉	電子物理學系	選修	電子物理學系
101	1	1383	SEV2001	服務學習(二)	75	5AB	SC162	0	1	張文豪	電子物理學系	必修	電子物理學系
101	1	1384	DEP3325	電磁學（一）	50	2F5EF	SC160	3	3	楊本立	電子物理學系	必修	電子物理學系
101	1	1386	DEP2324	理論力學（二）	9999	3IJK	SC160	3	3	李仁吉	電子物理學系	必修	電子物理學系
101	1	1387	DEP2326	近代物理(二)	9999	1EF2G	SC158	3	3	溫增明	電子物理學系	必修	電子物理學系
101	1	1388	DEP3320	量子力學導論 （一）	50	1B3CD	SC158	3	3	鄭舜仁	電子物理學系	必修	電子物理學系
101	1	1389	DEP3342	電子學（三）	9999	1CD5B	SC158	3	3	陳振芳	電子物理學系	必修	電子物理學系
101	1	1391	DEP3571	實驗物理(一)	39	4IJKL	SC358	2	4	周苡嘉	電子物理學系	必修	電子物理學系
101	1	1392	DEP3571	實驗物理(一)	39	2IJKL	SC358	2	4	周苡嘉	電子物理學系	必修	電子物理學系
101	1	1393	DEP4327	光學概論（一）	50	2CD4B	SC158	3	3	吳光雄	電子物理學系	必修	電子物理學系
101	1	1396	DEP3320	量子力學導論 （一）	50	1B3CD	SC160	3	3	仲崇厚	電子物理學系	必修	電子物理學系
101	1	1397	DEP4327	光學概論（一）	50	2CD4B	SC160	3	3	林烜輝	電子物理學系	必修	電子物理學系
101	1	1399	DEP4101	統計物理	9999	2B4CD	SC162	3	3	林俊源	物理研究所	選修	電子物理學系
101	1	1402	DEP4601	固態物理（二）	80	1D4EF	SC160	3	3	張文豪	電子物理學系	必修	電子物理學系
101	1	1405	DAM1202	基礎數學	9999	2GH4E	SA311	3	3	李明佳	應用數學系	必修	應用數學系
101	1	1406	DAM1218	大學生涯規劃	9999	5G	SA213	1	1	張郁雯	諮商中心	選修	應用數學系
101	1	1407	DAM1313	計算機概論（一）	60	1IJ3B4BF	SC201	3	4	陳秋媛	應用數學系	必修	應用數學系
101	1	1408	DAM2303	線性代數（一）	9999	1G2J3CD	SA311	3	4	吳培元	應用數學系	必修	應用數學系
101	1	1409	DAM4997	與導師的心靈對話	9999	3GH	SA320	1	2	王國仲	應用數學系	選修	應用數學系
101	1	1410	SEV1012	服務學習(一)	9999	1EF	SA223	1	2	王國仲	應用數學系	必修	應用數學系
101	1	1412	DAM2301	高等微積分（一）	0	2CD3X4CD	SA214	4	5	陳冠宇	應用數學系	必修	應用數學系
101	1	1413	DAM2403	微分方程(一)	9999	3B5CD	SA311	3	3	李明佳	應用數學系	必修	應用數學系
101	1	1414	DAM2509	向量分析	9999	2YI4Y	SA311	3	3	林琦焜	應用數學系	必修	應用數學系
101	1	1415	DAM3301	代數學（一）	80	1CD4G5X	SA311	3	4	康明軒	應用數學系	必修	應用數學系
101	1	1416	DAM4997	與導師的心靈對話	9999	3GH	SA321	1	2	康明軒	應用數學系	選修	應用數學系
101	1	1418	DAM2307	機率論	9999	3AB4D	SA215	3	3	許元春	應用數學系	必修	應用數學系
101	1	1419	DAM2403	微分方程(一)	9999	2G5CD	SA214	3	3	余啟哲	應用數學系	必修	應用數學系
101	1	1420	DAM3301	代數學（一）	60	1CD4G5X	SA214	3	4	楊一帆	應用數學系	必修	應用數學系
101	1	1421	DAM3303	數值分析（一）	65	2CD4C	SC201	3	3	張書銘	應用數學系	必修	應用數學系
101	1	1422	DAM3322	主題式數學建模與計算(一)	30	1YIJ	SA307	3	3	陳宜良	應用數學系	選修	應用數學系
101	1	1423	DAM3405	統計學	9999	1EF4B	A305	3	3	陳鄰安	統計學研究所	必修	應用數學系
101	1	1424	DAM3416	基礎圖論	9999	2G3CD	SA212	3	3	黃大原	應用數學系	必修	應用數學系
101	1	1425	DAM4403	幾何學（一）	9999	2B3EF	SA214	3	3	王夏聲	應用數學系	必修	應用數學系
101	1	1428	DAM4202	實分析導論	9999	4EF	SA215	2	2	王國仲	應用數學系	選修	應用數學系
101	1	1429	DAM2301	高等微積分（一）	30	2YI3X4YI	SA214	4	5	吳慶堂	應用數學系	必修	應用數學系
101	1	1431	DAC1205	化學(一)	9999	1EF4B	SC105	3	3	黃立心	應用化學系	必修	應用化學系
101	1	1432	DAC1205	化學(一)	9999	2EF5B	SC105	3	3	裘性天	應用化學系	必修	應用化學系
101	1	1433	DAC1205	化學(一)	9999	2EF5B	SB202	3	3	刁維光	應用化學系	必修	應用化學系
101	1	1434	DAC1205	化學(一)	9999	1B3EF	SB429	3	3	魏恆理	應用化學系分子科學碩士班	必修	應用化學系
101	1	1435	DAC1206	化學(二)	9999	1AB	SC105	3	3	李大偉	應用化學系	必修	應用化學系
101	1	1437	DAC1307	計算機概論（一）	9999	2B4EF	CSPC4	3	3	李大偉	應用化學系	必修	應用化學系
101	1	1438	DAC1311	化學實驗（一）	9999	2BCD	SB119	1	3	黃立心	應用化學系	必修	應用化學系
101	1	1439	DAC1311	化學實驗（一）	9999	4BCD	SB119	1	3	裘性天	應用化學系	必修	應用化學系
101	1	1440	DAC1315	化學生涯規劃(一)	9999	3CD	SB201	1	1	張郁雯	諮商中心	必修	應用化學系
101	1	1441	DAC4998	導師時間	9999	3GH	SB201	0	2	帕偉鄂本	應用化學系	選修	應用化學系
101	1	1442	DAC4998	導師時間	9999	3GH	SB201	0	2	余艇	應用化學系	選修	應用化學系
101	1	1443	SEV1002	服務學習(一)	9999			0	2	余艇	應用化學系	必修	應用化學系
101	1	1445	DAC2102	有機化學（一）	9999	1CD2GH	SB211	4	4	莊士卿	應用化學系	必修	應用化學系
101	1	1446	DAC2105	有機化學實驗（一）	50	4DXEFGH	SB120	2	6	莊士卿	應用化學系	必修	應用化學系
101	1	1447	DAC2107	應用數學	9999	4ABC	SC204	3	3	朱超原	應用化學系分子科學碩士班	必修	應用化學系
101	1	1448	DAC3212	物理化學(一)	9999	1EF5AB	SB201	4	4	陳振興	應用化學系	必修	應用化學系
101	1	1449	DAC3212	物理化學(一)	35	1EF2CD	SB202	4	4	李遠鵬	應用化學系分子科學碩士班	必修	應用化學系
101	1	1450	DAC4998	導師時間	9999	3GH	SB202	0	2	莊士卿	應用化學系	選修	應用化學系
101	1	1451	DAC4998	導師時間	9999	3GH	SB202	0	2	魏恆理	應用化學系分子科學碩士班	選修	應用化學系
101	1	1453	DAC2110	無機化學（一）	9999	2CD4B	SB211	3	3	吳淑褓	應用化學系	必修	應用化學系
101	1	1454	DAC3201	專題研究(一)	9999	6BCD		1	3	孫建文	應用化學系分子科學碩士班	必修	應用化學系
101	1	1455	DAC3303	分析化學（二）	9999	2B4CD	SB211	3	3	余艇	應用化學系	必修	應用化學系
101	1	1456	DAC3305	高分子化學 (一)	50	1B3CD	SB211	3	3	陳俊太	應用化學系	必修	應用化學系
101	1	1457	DAC3309	物理化學（三）	9999	1CD2G	SB203	3	3	曾建銘	應用化學系	必修	應用化學系
101	1	1458	DAC3311	有機光譜分析	50	1EF3B	SB211	3	3	鍾文聖	應用化學系	必修	應用化學系
101	1	1459	DAC3318	物化實驗（二）	26	4XEFG	SB219	1	4	吳慶昇	應用化學系	必修	應用化學系
101	1	1460	DAC3318	物化實驗（二）	26	4HYIJ	SB219	1	4	吳慶昇	應用化學系	必修	應用化學系
101	1	1461	DAC3354	分析化學特論: 微奈米級&超微量分析	25	2EF5C	SB203	3	3	帕偉鄂本	應用化學系	選修	應用化學系
101	1	1463	DAC3202	專題研究(二)	9999	6BCD		1	3	孫建文	應用化學系分子科學碩士班	必修	應用化學系
101	1	1464	DAC3217	書報討論C(一)	18	4CD	SB429	1	2	魏恆理	應用化學系分子科學碩士班	必修	應用化學系
